CustomerID,Age,AnnualIncome,WebsiteVisits,AppSessions,PreviousOrders,AverageOrderValue,DaysSinceLastPurchase,ReturnRate,CancellationRate,LoyaltyTier,DiscountUsedLastCampaign,Year1Spending,FutureSpending,TotalEngagement,SpendingGrowth,SpendingGrowthRate,OrderIntensity,NetEngagementScore,Segment
LTV01061,49,27529.9,52,83,14,511.62,331,0.129,0.074,Bronze,No,6891.43,5544.91,135,-1346.5200000000004,-0.19536215819384462,0.04216867469879518,128.7,Medium-Value Customer
LTV01062,50,78761.89,16,247,3,469.06,64,0.207,0.111,Bronze,No,1729.95,2395.95,263,665.9999999999998,0.3847598139749847,0.046153846153846156,234.20000000000002,Low-Engagement Customer
LTV01063,28,77128.25,98,230,5,1626.38,278,0.23,0.21,Platinum,Yes,7385.77,8520.81,328,1135.039999999999,0.1536585002646622,0.017921146953405017,289.0,Medium-Value Customer
LTV01064,65,77820.48,136,35,9,1465.93,256,0.437,0.189,Bronze,No,11354.41,3832.74,171,-7521.67,-0.6623864748168494,0.03501945525291829,117.4,Medium-Value Customer
LTV01065,18,83457.27,83,25,4,1638.52,276,0.542,0.043,Silver,No,5904.87,4020.5,108,-1884.37,-0.31906730083797985,0.01444043321299639,53.5,Medium-Value Customer
LTV01066,54,91127.17,29,13,6,1743.01,182,0.069,0.068,Bronze,No,10458.93,7787.99,42,-2670.9400000000005,-0.2553497011930291,0.03278688524590164,34.3,Medium-Value Customer
LTV01067,38,68063.25,135,156,1,821.22,291,0.207,0.006,Bronze,Yes,853.87,3310.11,291,2456.2400000000002,2.8732321873501236,0.003424657534246575,270.7,Medium-Value Customer
LTV01068,31,80932.74,157,157,4,1671.73,48,0.0,0.023,Bronze,No,6884.65,7049.39,314,164.7400000000007,0.023925119632859745,0.08163265306122448,315.7,High-Potential Customer
LTV01069,47,20633.63,137,145,8,217.79,211,0.19,0.109,Gold,Yes,1834.93,3355.57,282,1520.64,0.8282668729199916,0.03773584905660377,260.1,Medium-Value Customer
LTV01070,22,42180.78,128,210,2,1793.94,20,0.182,0.029,Bronze,Yes,3559.19,3426.86,338,-132.32999999999993,-0.03716936455638602,0.09523809523809523,318.90000000000003,Medium-Value Customer
LTV01071,39,45071.3,68,185,10,1842.35,22,0.129,0.451,Silver,Yes,17884.17,11734.79,253,-6149.379999999997,-0.34382563878341654,0.43478260869565216,205.0,High-Value Customer
LTV01072,33,86127.07,171,53,10,2185.18,308,0.221,0.049,Gold,Yes,19925.31,12926.56,224,-6998.750000000002,-0.35123161287764776,0.032362459546925564,207.0,High-Value Customer
LTV01073,53,63730.12,18,223,15,1581.98,356,0.053,0.132,Gold,Yes,23444.85,16879.84,241,-6565.009999999998,-0.28000733605307543,0.04201680672268908,237.5,High-Value Customer
LTV01074,31,92180.37,139,246,52,1670.12,308,0.113,0.026,Bronze,No,83423.56,40275.95,385,-43147.61,-0.5172051252053352,0.16828478964401294,423.09999999999997,High-Value Customer
LTV01075,46,128070.07,71,219,8,1583.95,301,0.096,0.013,Bronze,No,12780.1,10035.28,290,-2744.8199999999997,-0.21475616339751663,0.026490066225165563,287.09999999999997,High-Value Customer
LTV01076,62,120729.77,26,137,0,1286.31,33,0.132,0.037,Silver,No,186.25,3489.93,163,3303.68,17.643150867823763,0.0,146.10000000000002,Medium-Value Customer
LTV01077,30,79772.1,1,179,0,1205.7,134,0.11,0.071,Platinum,No,87.13,4917.77,180,4830.64,54.81266311131284,0.0,161.9,Medium-Value Customer
LTV01078,52,84645.91,137,0,22,1189.41,96,0.174,0.064,Bronze,Yes,24737.47,13484.79,137,-11252.68,-0.45486564043774735,0.2268041237113402,135.2,High-Value Customer
LTV01079,62,91197.05,68,253,4,1810.04,227,0.286,0.255,Gold,No,6967.94,6777.39,321,-190.54999999999927,-0.027342752269355064,0.017543859649122806,270.9,Medium-Value Customer
LTV01080,21,64290.23,128,200,4,1224.27,119,0.124,0.004,Silver,No,4952.44,3211.23,328,-1741.2099999999996,-0.3515153105720468,0.03333333333333333,319.20000000000005,Low-Value Customer
LTV01081,27,46719.43,103,14,3,1838.68,159,0.012,0.016,Silver,No,5739.09,3868.9,117,-1870.19,-0.3258119646207638,0.01875,117.2,Medium-Value Customer
LTV01082,48,37626.11,36,244,3,1698.64,224,0.017,0.147,Silver,No,5760.17,4892.93,280,-867.2399999999998,-0.15053192320309933,0.013333333333333334,266.6,Medium-Value Customer
LTV01083,18,71166.09,99,176,3,1581.37,46,0.01,0.028,Silver,No,4974.12,3939.77,275,-1034.35,-0.20790453295598899,0.06382978723404255,274.2,Medium-Value Customer
LTV01084,45,56147.13,8,80,18,1022.49,359,0.118,0.042,Bronze,No,18356.82,10385.62,88,-7971.199999999999,-0.43421277689834625,0.05,90.0,High-Value Customer
LTV01085,60,80156.68,49,224,8,1116.17,330,0.103,0.055,Bronze,No,9179.16,5200.04,273,-3979.12,-0.43344778304517567,0.02416918429003021,265.2,At-Risk Valuable Customer
LTV01086,55,46899.86,175,259,24,1151.46,139,0.147,0.047,Silver,Yes,26617.15,15620.07,434,-10997.080000000002,-0.413142160518293,0.17142857142857143,438.6,High-Value Customer
LTV01087,26,18000.0,140,185,1,1793.37,220,0.037,0.107,Platinum,No,1928.93,2636.2,325,707.2699999999998,0.36647443171513977,0.004524886877828055,311.6,High-Potential Customer
LTV01088,30,38635.3,73,59,14,1032.78,164,0.172,0.104,Silver,Yes,14197.72,8711.97,132,-5485.75,-0.38635524892384665,0.08484848484848485,118.4,High-Value Customer
LTV01089,62,52406.83,25,207,5,1841.68,323,0.056,0.278,Bronze,Yes,9037.66,2743.25,232,-6294.41,-0.696387517618762,0.015432098765432098,203.6,Low-Engagement Customer
LTV01090,64,70484.58,160,141,10,2200.84,308,0.112,0.329,Bronze,No,21647.45,10058.61,301,-11588.84,-0.5353196187255901,0.032362459546925564,266.90000000000003,High-Value Customer
LTV01091,52,31730.42,79,60,23,1343.04,24,0.335,0.084,Bronze,No,27350.14,12382.45,139,-14967.689999999999,-0.5472419065530724,0.92,120.1,High-Value Customer
LTV01092,25,51832.49,143,87,2,1893.67,84,0.147,0.182,Gold,Yes,4043.44,4288.65,230,245.20999999999958,0.06062891277902493,0.023529411764705882,199.10000000000002,High-Potential Customer
LTV01093,29,30846.5,144,153,0,1238.81,263,0.371,0.126,Gold,Yes,340.1,2596.02,297,2255.92,6.61366168279097,0.0,247.29999999999998,High-Potential Customer
LTV01094,47,72949.57,75,109,3,2387.05,156,0.028,0.006,Silver,Yes,7455.16,5762.09,184,-1693.0699999999997,-0.2270699663097358,0.01910828025477707,183.6,Medium-Value Customer
LTV01095,28,65478.93,10,27,0,272.93,235,0.037,0.046,Silver,Yes,484.06,2512.58,37,2028.52,4.181998103327423,0.0,28.699999999999996,Low-Engagement Customer
LTV01096,24,87098.99,130,109,2,1924.4,256,0.134,0.098,Bronze,No,4152.7,853.68,239,-3299.02,-0.7942364638755809,0.007782101167315175,217.79999999999998,Low-Value Customer
LTV01097,30,31899.89,105,23,8,1048.71,199,0.084,0.134,Silver,Yes,8720.96,4465.48,128,-4255.48,-0.48790409495113485,0.04,114.19999999999999,Medium-Value Customer
LTV01098,62,116760.51,16,161,2,1553.47,135,0.223,0.001,Bronze,Yes,3505.19,6388.03,177,2882.8399999999997,0.8222144264857294,0.014705882352941176,156.6,Medium-Value Customer
LTV01099,62,86409.7,67,189,9,945.31,160,0.337,0.007,Silver,Yes,7944.21,6073.38,256,-1870.83,-0.23546640051049625,0.055900621118012424,230.60000000000002,Medium-Value Customer
LTV01100,52,77034.47,70,58,2,1777.51,55,0.215,0.095,Bronze,No,4116.77,4743.03,128,626.2599999999993,0.15208717339725125,0.03571428571428571,99.0,Medium-Value Customer
LTV01101,30,105722.36,47,217,18,810.4,92,0.057,0.169,Gold,Yes,14929.03,11470.61,264,-3458.42,-0.2316418654215698,0.1935483870967742,259.40000000000003,High-Value Customer
LTV01102,59,82113.91,20,99,6,463.72,234,0.08,0.069,Bronze,Yes,2740.64,5810.3,119,3069.6600000000003,1.1196437168993743,0.02553191489361702,110.1,Medium-Value Customer
LTV01103,34,74114.61,36,126,0,1544.71,108,0.01,0.049,Silver,Yes,791.62,2503.71,162,1712.0900000000001,2.16003885846938,0.0,156.1,Low-Engagement Customer
LTV01104,38,91795.95,12,44,9,1617.99,342,0.152,0.266,Bronze,No,13873.84,5336.19,56,-8537.650000000001,-0.6153332218605765,0.026239067055393587,23.199999999999996,At-Risk Valuable Customer
LTV01105,51,76552.11,26,97,17,1609.97,320,0.477,0.126,Silver,Yes,22930.59,12371.06,123,-10559.53,-0.46047962657626446,0.0529595015576324,79.70000000000002,High-Value Customer
LTV01106,56,50495.14,45,66,14,1554.04,307,0.536,0.045,Bronze,No,17280.85,9216.65,111,-8064.199999999999,-0.46662828343030405,0.045454545454545456,66.9,High-Value Customer
LTV01107,43,47048.1,64,234,8,475.88,176,0.126,0.15,Silver,Yes,3883.33,4991.92,298,1108.5900000000001,0.2854005710122467,0.04519774011299435,278.4,Medium-Value Customer
LTV01108,45,64598.38,103,61,2,978.18,3,0.009,0.075,Silver,No,2419.0,3695.33,164,1276.33,0.5274090909090908,0.5,157.6,Medium-Value Customer
LTV01109,36,88210.27,24,182,0,1689.21,230,0.114,0.238,Platinum,Yes,607.27,3228.78,206,2621.51,4.309780196294409,0.0,170.8,Low-Engagement Customer
LTV01110,47,94134.7,168,79,5,1497.43,254,0.097,0.268,Platinum,No,7874.42,7575.92,247,-298.5,-0.03790274042527256,0.0196078431372549,215.5,High-Potential Customer
LTV01111,36,84983.82,66,29,4,1004.88,360,0.019,0.015,Bronze,Yes,4413.54,4205.78,95,-207.76000000000022,-0.047062661115314444,0.0110803324099723,95.6,Medium-Value Customer
LTV01112,52,64606.33,66,99,8,869.55,296,0.15,0.052,Silver,No,7046.68,5217.27,165,-1829.4099999999999,-0.2595762009625862,0.026936026936026935,152.8,Medium-Value Customer
LTV01113,29,78213.41,71,204,65,120.0,62,0.155,0.249,Silver,No,8042.99,8738.49,275,695.5,0.08646206671067468,1.0317460317460319,299.6,Medium-Value Customer
LTV01114,59,92382.37,59,188,0,1058.04,113,0.065,0.042,Bronze,Yes,551.23,1626.53,247,1075.3,1.9471959147456674,0.0,236.3,Low-Value Customer
LTV01115,41,81801.51,146,149,0,1215.87,270,0.207,0.372,Gold,Yes,505.09,4959.11,295,4454.0199999999995,8.800845699381533,0.0,237.10000000000002,High-Potential Customer
LTV01116,53,60390.02,25,147,7,930.23,81,0.103,0.06,Silver,Yes,6256.77,4257.5,172,-1999.2700000000004,-0.31948601498616924,0.08536585365853659,162.7,Medium-Value Customer
LTV01117,24,69319.5,77,166,9,1553.77,81,0.152,0.292,Silver,Yes,13615.97,8001.46,243,-5614.509999999999,-0.41231713075669546,0.10975609756097561,207.60000000000002,Medium-Value Customer
LTV01118,48,68537.88,67,257,12,1707.62,12,0.29,0.16,Bronze,Yes,18442.34,9054.76,324,-9387.58,-0.5089956591376616,0.9230769230769231,291.0,High-Value Customer
LTV01119,19,81893.64,157,121,7,1472.4,85,0.086,0.247,Platinum,Yes,10111.93,6774.45,278,-3337.4800000000005,-0.33002107203352543,0.08139534883720931,251.7,High-Potential Customer
LTV01120,35,107275.21,23,16,7,1858.38,226,0.13,0.045,Silver,Yes,12727.16,10384.71,39,-2342.4500000000007,-0.1840368128621891,0.030837004405286344,28.5,High-Value Customer
LTV01121,58,118124.77,170,50,22,1148.08,152,0.238,0.127,Gold,Yes,23201.7,15489.38,220,-7712.3200000000015,-0.33238890301559737,0.1437908496732026,205.5,High-Value Customer
LTV01122,35,81261.27,154,3,0,907.6,274,0.251,0.025,Silver,Yes,840.33,3196.78,157,2356.4500000000003,2.800862919425196,0.0,129.4,High-Potential Customer
LTV01123,20,61156.53,164,118,4,120.0,137,0.272,0.131,Bronze,No,948.37,846.69,282,-101.67999999999995,-0.10710260488534497,0.028985507246376812,245.70000000000002,High-Potential Customer
LTV01124,25,60257.38,10,226,3,1403.07,196,0.307,0.233,Silver,No,3780.64,3429.2,236,-351.44000000000005,-0.09293322473847328,0.015228426395939087,185.0,Medium-Value Customer
LTV01125,22,48381.31,143,256,7,681.33,127,0.223,0.099,Gold,Yes,4501.52,5330.96,399,829.4399999999996,0.18421683857040047,0.0546875,373.8,High-Potential Customer
LTV01126,18,31868.38,169,120,4,505.99,15,0.268,0.019,Silver,No,2040.63,3272.0,289,1231.37,0.6031308317373862,0.25,264.3,High-Potential Customer
LTV01127,35,55965.97,42,229,0,1328.18,311,0.143,0.149,Silver,No,130.22,1372.4,271,1242.18,9.466392318244171,0.0,241.79999999999998,Low-Engagement Customer
LTV01128,51,103595.15,172,160,0,1209.63,207,0.064,0.029,Bronze,Yes,406.94,2835.72,332,2428.7799999999997,5.953767710937883,0.0,322.70000000000005,High-Potential Customer
LTV01129,29,29818.57,133,16,0,1973.66,201,0.147,0.196,Silver,No,294.09,1685.39,149,1391.3000000000002,4.714832762885901,0.0,114.70000000000002,Low-Value Customer
LTV01130,60,106994.96,31,62,2,1090.92,247,0.065,0.164,Silver,No,2282.34,3488.63,93,1206.29,0.5283006472973801,0.008064516129032258,72.1,Medium-Value Customer
LTV01131,30,56003.07,114,219,20,2390.54,93,0.586,0.248,Silver,No,37364.28,19222.22,333,-18142.059999999998,-0.48553255856773986,0.2127659574468085,269.59999999999997,High-Value Customer
LTV01132,53,85477.49,140,98,5,2217.93,314,0.155,0.257,Bronze,Yes,11285.27,7618.98,238,-3666.290000000001,-0.324845143701152,0.015873015873015872,201.8,High-Potential Customer
LTV01133,57,52240.2,120,175,18,471.58,166,0.26,0.14,Gold,Yes,8273.78,7978.27,295,-295.5100000000002,-0.03571212769402935,0.10778443113772455,273.0,Medium-Value Customer
LTV01134,60,41890.44,152,225,13,1623.03,243,0.333,0.119,Silver,No,18661.93,8766.35,377,-9895.58,-0.5302264971255853,0.05327868852459016,344.8,High-Value Customer
LTV01135,59,111723.02,52,93,3,1406.72,166,0.27,0.123,Platinum,Yes,3876.71,5437.65,145,1560.9399999999996,0.4025417063163567,0.017964071856287425,108.7,Medium-Value Customer
LTV01136,61,53888.14,94,175,9,968.87,344,0.279,0.037,Bronze,No,8146.6,4837.0,269,-3309.6000000000004,-0.40620550837056313,0.02608695652173913,246.4,At-Risk Valuable Customer
LTV01137,61,86267.59,149,145,6,2254.43,92,0.473,0.072,Bronze,Yes,11240.98,7792.12,294,-3448.8599999999997,-0.30678403626407447,0.06451612903225806,245.5,High-Potential Customer
LTV01138,24,82080.1,94,24,3,2343.43,141,0.07,0.237,Silver,Yes,7606.36,5986.24,118,-1620.12,-0.21296744205611406,0.02112676056338028,90.3,Medium-Value Customer
LTV01139,24,71154.87,26,77,1,1297.53,74,0.087,0.208,Silver,Yes,1491.57,3647.83,103,2156.26,1.4446625618898947,0.013333333333333334,74.5,Medium-Value Customer
LTV01140,38,36948.74,6,186,4,1507.95,178,0.037,0.095,Bronze,No,6508.32,4228.67,192,-2279.6499999999996,-0.3502132327186249,0.0223463687150838,182.8,Medium-Value Customer
LTV01141,36,79982.92,149,190,10,1016.35,293,0.048,0.011,Bronze,Yes,10746.34,8613.11,339,-2133.2299999999996,-0.1984891145157778,0.034013605442176874,343.09999999999997,High-Value Customer
LTV01142,36,68554.89,14,107,0,2412.72,89,0.113,0.139,Bronze,Yes,701.8,1201.59,121,499.78999999999996,0.7111411496869664,0.0,95.8,Low-Engagement Customer
LTV01143,54,133403.81,78,138,1,1547.24,162,0.25,0.055,Gold,No,2063.25,4545.25,216,2482.0,1.2023737434903718,0.006134969325153374,186.5,Medium-Value Customer
LTV01144,62,55797.12,115,98,7,932.73,228,0.133,0.135,Silver,No,6434.89,4551.95,213,-1882.9400000000005,-0.29256870456145156,0.03056768558951965,193.2,Medium-Value Customer
LTV01145,18,93403.24,107,194,0,1199.03,44,0.158,0.074,Gold,Yes,746.42,4874.17,301,4127.75,5.522664633004202,0.0,277.8,Medium-Value Customer
LTV01146,41,53729.57,63,226,20,852.52,266,0.397,0.228,Silver,No,14702.2,7888.44,289,-6813.760000000001,-0.46342020784591115,0.0749063670411985,246.5,Medium-Value Customer
LTV01147,57,113434.81,157,38,3,639.95,166,0.144,0.05,Bronze,No,1821.21,2909.96,195,1088.75,0.5974887636441464,0.017964071856287425,178.6,High-Potential Customer
LTV01148,39,71166.06,53,47,3,1779.14,234,0.247,0.043,Gold,No,5683.74,2244.82,100,-3438.9199999999996,-0.6049388362528453,0.01276595744680851,74.0,Low-Value Customer
LTV01149,52,45910.32,130,256,4,1279.14,262,0.062,0.177,Gold,No,5063.21,5368.01,386,304.8000000000002,0.06018707755010163,0.015209125475285171,366.1,Medium-Value Customer
LTV01150,43,89000.71,163,6,3,1405.72,359,0.111,0.083,Bronze,No,4762.35,4270.92,169,-491.4300000000003,-0.10316898821207769,0.008333333333333333,152.6,High-Potential Customer
LTV01151,26,36331.35,147,65,1,2240.39,331,0.281,0.01,Bronze,No,2378.68,372.13,212,-2006.5499999999997,-0.843201606938748,0.0030120481927710845,183.9,High-Potential Customer
LTV01152,43,64971.64,131,12,15,1925.56,277,0.108,0.107,Bronze,Yes,27639.39,15250.64,143,-12388.75,-0.4482118378213911,0.0539568345323741,136.5,High-Value Customer
LTV01153,50,28003.43,6,247,2,766.13,328,0.158,0.033,Bronze,No,1627.81,202.51,253,-1425.3,-0.8750560224949503,0.0060790273556231,235.89999999999998,Low-Engagement Customer
LTV01154,44,45975.31,102,203,1,1466.07,144,0.041,0.25,Bronze,No,2095.92,546.56,305,-1549.3600000000001,-0.7388741582893006,0.006896551724137931,276.9,Low-Value Customer
LTV01155,53,63470.91,116,166,0,954.18,301,0.185,0.038,Silver,No,518.18,2780.42,282,2262.2400000000002,4.357332716976772,0.0,259.7,Low-Value Customer
LTV01156,46,64729.13,83,101,0,2215.39,109,0.114,0.047,Bronze,Yes,854.55,3360.28,184,2505.7300000000005,2.928794342820409,0.0,167.9,Medium-Value Customer
LTV01157,62,79603.22,170,156,5,1939.89,302,0.038,0.003,Silver,No,10402.98,7691.42,326,-2711.5599999999995,-0.2606271830587909,0.0165016501650165,326.9,High-Potential Customer
LTV01158,21,114733.35,5,169,3,1108.73,193,0.105,0.133,Gold,No,3700.38,5840.34,174,2139.96,0.5781519325224646,0.015463917525773196,153.2,Medium-Value Customer
LTV01159,51,77566.35,138,56,10,1493.68,182,0.032,0.086,Bronze,No,15599.94,9018.91,194,-6581.030000000001,-0.42183547914420544,0.0546448087431694,192.20000000000002,High-Value Customer
LTV01160,43,64425.07,120,234,0,2532.04,128,0.371,0.095,Gold,No,857.13,3125.06,354,2267.93,2.6428746227261604,0.0,307.4,Low-Value Customer
LTV01161,47,93004.79,107,169,18,854.68,137,0.075,0.071,Gold,No,15192.74,10236.07,276,-4956.67,-0.3262310662154282,0.13043478260869565,279.4,High-Value Customer
LTV01162,60,68471.66,132,132,1,1281.55,266,0.373,0.123,Bronze,No,1903.93,0.0,264,-1903.93,-0.9994750463271617,0.003745318352059925,215.39999999999998,Low-Value Customer
LTV01163,39,74364.13,13,121,5,2149.59,334,0.028,0.18,Bronze,Yes,11190.0,6794.04,134,-4395.96,-0.39281208113662763,0.014925373134328358,118.19999999999999,At-Risk Valuable Customer
LTV01164,54,71166.06,7,85,1,827.3,20,0.154,0.118,Silver,No,1467.62,2878.93,92,1411.31,0.960976971578761,0.047619047619047616,65.8,Low-Engagement Customer
LTV01165,61,54144.18,54,218,10,1845.68,25,0.142,0.125,Silver,No,18178.74,9711.71,272,-8467.030000000002,-0.46573988406874917,0.38461538461538464,255.3,High-Value Customer
LTV01166,44,66537.26,18,10,7,1706.47,270,0.217,0.079,Bronze,No,11726.41,6767.03,28,-4959.38,-0.4228879181336715,0.025830258302583026,5.4,Medium-Value Customer
LTV01167,31,109613.34,3,219,6,1328.57,42,0.083,0.094,Bronze,No,8281.89,5580.33,222,-2701.5599999999995,-0.3261615209184234,0.13953488372093023,210.29999999999998,Medium-Value Customer
LTV01168,59,45828.52,106,179,4,3139.18,120,0.093,0.041,Silver,No,12295.02,8341.76,285,-3953.26,-0.3215072844709101,0.03305785123966942,275.59999999999997,High-Value Customer
LTV01169,18,97235.85,140,197,17,1174.53,133,0.116,0.044,Silver,Yes,19909.93,13503.67,337,-6406.26,-0.3217458953449186,0.12686567164179105,338.0,High-Value Customer
LTV01170,40,126517.89,55,172,6,1638.89,339,0.172,0.024,Bronze,No,9922.89,6236.26,227,-3686.629999999999,-0.37149041353743334,0.01764705882352941,213.4,At-Risk Valuable Customer
LTV01171,64,86802.63,66,30,5,1585.21,126,0.01,0.087,Bronze,No,8101.04,4768.22,96,-3332.8199999999997,-0.4113556585748774,0.03937007874015748,91.3,Medium-Value Customer
LTV01172,23,60620.31,116,116,4,711.4,201,0.065,0.062,Bronze,No,3136.41,2410.69,232,-725.7199999999998,-0.2313118145221695,0.019801980198019802,223.3,Low-Value Customer
LTV01173,55,90933.22,146,101,1,435.52,194,0.297,0.223,Silver,No,1116.38,542.68,247,-573.7000000000002,-0.5134332098301384,0.005128205128205128,196.0,High-Potential Customer
LTV01174,61,106963.11,157,177,1,751.58,174,0.215,0.113,Gold,No,709.12,3932.71,334,3223.59,4.539500366135301,0.005714285714285714,302.2,High-Potential Customer
LTV01175,19,75067.6,112,186,2,737.75,132,0.139,0.098,Platinum,No,1473.02,5708.59,298,4235.57,2.8734820423060743,0.015037593984962405,276.3,Medium-Value Customer
LTV01176,37,81200.84,116,90,8,743.86,180,0.349,0.224,Silver,No,5203.47,5306.68,206,103.21000000000004,0.019831029864712454,0.04419889502762431,156.7,Medium-Value Customer
LTV01177,46,81669.26,120,117,7,1372.28,12,0.285,0.021,Silver,Yes,9049.41,6675.52,237,-2373.8899999999994,-0.2622964042512991,0.5384615384615384,213.4,Medium-Value Customer
LTV01178,36,110115.81,106,194,1,1610.38,129,0.345,0.028,Bronze,No,1613.84,5920.27,300,4306.43,2.6667843253820815,0.007692307692307693,263.7,Medium-Value Customer
LTV01179,60,84438.68,158,172,5,1468.97,27,0.034,0.065,Silver,No,7688.77,5236.84,330,-2451.9300000000003,-0.318856090624297,0.17857142857142858,325.1,High-Potential Customer
LTV01180,25,69838.47,28,253,4,577.07,159,0.174,0.144,Bronze,Yes,2681.83,2588.16,281,-93.67000000000007,-0.03491462373687489,0.025,253.20000000000002,Low-Engagement Customer
LTV01181,45,46922.59,114,187,13,2036.22,59,0.071,0.081,Silver,Yes,26301.86,12601.03,301,-13700.83,-0.5208874624280402,0.21666666666666667,298.79999999999995,High-Value Customer
LTV01182,47,102913.96,11,2,0,1026.78,78,0.033,0.281,Bronze,No,465.72,815.32,13,349.6,0.7490572505999314,0.0,-18.400000000000002,Low-Engagement Customer
LTV01183,59,74671.07,157,160,23,1511.06,298,0.066,0.163,Bronze,No,34076.19,17988.54,317,-16087.650000000001,-0.4720943833690513,0.07692307692307693,317.09999999999997,High-Value Customer
LTV01184,23,29595.7,44,29,0,975.53,227,0.143,0.041,Gold,No,78.61,1683.66,73,1605.0500000000002,20.161411882929283,0.0,54.6,Low-Engagement Customer
LTV01185,43,25465.73,149,58,3,941.66,108,0.059,0.071,Bronze,Yes,2972.98,0.0,207,-2972.98,-0.9996637502605935,0.027522935779816515,197.0,High-Potential Customer
LTV01186,35,117379.42,114,247,1,1028.73,23,0.287,0.096,Platinum,Yes,967.77,6849.6,361,5881.83,6.071441105732011,0.041666666666666664,323.7,Medium-Value Customer
LTV01187,24,103560.95,11,95,4,1338.42,262,0.319,0.04,Bronze,Yes,5257.68,6267.38,106,1009.6999999999998,0.19200635901024588,0.015209125475285171,74.1,Medium-Value Customer
LTV01188,32,97866.41,95,140,2,120.0,76,0.095,0.111,Bronze,Yes,1063.94,4235.99,235,3172.0499999999997,2.9786185137190824,0.025974025974025976,216.4,Medium-Value Customer
LTV01189,55,70056.77,48,183,3,866.54,353,0.17,0.105,Platinum,No,2566.8,3912.73,231,1345.9299999999998,0.524156865799517,0.00847457627118644,206.5,Medium-Value Customer
LTV01190,48,75174.85,38,184,7,1150.18,144,0.143,0.073,Gold,No,8239.83,7643.0,222,-596.8299999999999,-0.07242353015412281,0.04827586206896552,207.39999999999998,Medium-Value Customer
LTV01191,24,96412.85,175,62,1,1856.39,20,0.258,0.027,Gold,No,2099.07,3876.54,237,1777.4699999999998,0.8463860728451907,0.047619047619047616,209.5,High-Potential Customer
LTV01192,36,81020.75,91,253,6,1961.46,130,0.064,0.023,Gold,Yes,12118.16,7325.92,344,-4792.24,-0.39542674574805514,0.04580152671755725,341.3,Medium-Value Customer
LTV01193,60,38025.13,87,180,0,1711.82,305,0.475,0.191,Bronze,No,829.78,1144.54,267,314.76,0.37887286646284213,0.0,200.4,Low-Value Customer
LTV01194,24,66517.09,139,30,17,410.67,260,0.119,0.044,Gold,No,6875.02,4820.49,169,-2054.5300000000007,-0.29879639675277275,0.06513409961685823,169.7,High-Potential Customer
LTV01195,47,46345.42,172,1,10,1122.16,53,0.166,0.128,Gold,Yes,10478.28,6143.68,173,-4334.6,-0.41363528792054416,0.18518518518518517,153.6,High-Potential Customer
LTV01196,58,47346.56,2,80,3,1325.64,73,0.17,0.129,Silver,No,4072.68,3596.35,82,-476.3299999999999,-0.11692867382808664,0.04054054054054054,55.1,Medium-Value Customer
LTV01197,55,56116.2,84,34,7,802.76,52,0.157,0.138,Silver,No,6094.21,5598.84,118,-495.3699999999999,-0.08127201523819522,0.1320754716981132,95.5,Medium-Value Customer
LTV01198,34,62540.31,96,38,5,1886.95,143,0.34,0.059,Gold,No,8331.55,7537.62,134,-793.9299999999994,-0.09528055637229893,0.034722222222222224,99.1,Medium-Value Customer
LTV01199,47,60303.06,91,182,2,481.29,74,0.138,0.05,Bronze,No,1209.61,2581.36,273,1371.7500000000002,1.1331064504671202,0.02666666666666667,256.2,Low-Value Customer
LTV01200,55,97300.71,160,170,5,2213.42,43,0.233,0.117,Platinum,No,10290.72,8926.83,330,-1363.8899999999994,-0.13252303793729323,0.11363636363636363,300.0,High-Value Customer
LTV01201,21,54504.05,140,139,5,431.64,162,0.127,0.05,Silver,Yes,2320.1,2985.06,279,664.96,0.28648485631812504,0.03067484662576687,266.3,High-Potential Customer
LTV01202,57,74217.53,96,131,5,1043.87,6,0.038,0.046,Bronze,Yes,5848.87,5225.01,227,-623.8599999999997,-0.10664510493395574,0.7142857142857143,223.6,Medium-Value Customer
LTV01203,61,52163.94,70,175,3,1643.33,328,0.124,0.009,Bronze,Yes,4844.12,2619.6,245,-2224.52,-0.459125883363054,0.00911854103343465,234.7,Low-Value Customer
LTV01204,47,59802.46,98,226,3,1748.24,75,0.173,0.067,Gold,Yes,5479.92,5608.49,324,128.5699999999997,0.023457740671274114,0.039473684210526314,303.0,Medium-Value Customer
LTV01205,20,55354.49,175,125,2,1639.72,252,0.031,0.335,Bronze,No,4022.04,2616.63,300,-1405.4099999999999,-0.349340299872733,0.007905138339920948,265.4,High-Potential Customer
LTV01206,50,75119.54,75,163,1,248.48,180,0.082,0.175,Bronze,Yes,1037.69,3175.14,238,2137.45,2.0578324620435353,0.0055248618784530384,213.3,Low-Value Customer
LTV01207,65,37723.0,35,10,0,1591.66,116,0.347,0.025,Bronze,No,863.74,1901.79,45,1038.05,1.2004186229386866,0.0,7.800000000000004,Low-Engagement Customer
LTV01208,50,97989.14,138,8,0,571.19,21,0.232,0.021,Silver,No,292.71,2515.01,146,2222.3,7.5663069013652935,0.0,120.7,High-Potential Customer
LTV01209,24,30577.0,155,242,11,1738.05,201,0.217,0.054,Bronze,No,17823.34,9951.32,397,-7872.02,-0.4416444031027236,0.054455445544554455,380.90000000000003,High-Value Customer
